"","CORT_1","CORT_2","CORT_3","CORT_4","MED_1","MED_2","MED_3","MED_4"
"ENSMUSG00000019913.4",1.00546443701162,0,0,0,1.00621314269797,0,0,1.00691714132697
"ENSMUSG00000019916.14",4272.92982405712,3526,4093,3611,6288,3631.92136916245,2641,3931
"ENSMUSG00000019917.10",2042,1799,2167,1857,3006,1738,1352,1990
"ENSMUSG00000019920.17",11967.1967510799,10109.1143367134,12029.54518115,9864.72292820269,14853.5456697364,8657.40844026088,6312.25683645026,8845.14707226479
"ENSMUSG00000019923.14",3801.56158074495,3285,3745,3260.90898701423,5678,3379.95635096136,2584.96438132893,3512
"ENSMUSG00000019927.6",864.43745623447,673.249649731984,842.243961968178,676.242313320381,1369.02734521854,767.581310028094,541.001038608677,843.586685626661
"ENSMUSG00000019929.16",2.00042828651639,0,2.00026713738245,0,1.00026018388316,0,3.00018953669692,1.00053820989843
"ENSMUSG00000019932.8",1,0,0,0,0,0,0,0
"ENSMUSG00000019933.7",0,0,0,0,0,0,0,0
"ENSMUSG00000019935.16",29.423684312424,4.50865850280945,13.4952772311343,15.4593477107067,12.0147927342119,7.00973058199109,0,8.22043255836093
"ENSMUSG00000019936.10",0,0,0,0,0,0,0,0
"ENSMUSG00000019942.13",4338,3728,4333,3699,7572,4486,3272,4635
"ENSMUSG00000019943.10",5380.05193930947,4640.19445679411,5442.35653934595,4598.27521475197,7317.04697181196,4167,2970,4540.03906616071
"ENSMUSG00000019944.14",254.107623453505,223.071306182617,301.96328297585,221.057257044972,387.673129195894,202.481630397637,149.02961344838,213.692290409915
"ENSMUSG00000019945.10",0,0,0,0,0,0,0,0
"ENSMUSG00000019947.10",1282.00594497908,1173,1395.00116738325,1173.00619970102,3212.02775158401,1751.00124644684,1252.00104832239,1803.01274622196
"ENSMUSG00000019948.4",424,350,466,369,611,363,278,333
"ENSMUSG00000019951.10",2688,2315.80554911652,2767,2328,3833,2275,1685,2322
"ENSMUSG00000019952.15",823.000007388794,706.528424181604,828.829461421926,734,1190.46106364248,659,491,764
"ENSMUSG00000019960.8",9857,8544,10151,8136,11434,6928,4910,7142
"ENSMUSG00000019961.17",9698,8307.80679011221,9920.06805498795,8484.17537113569,18924.7096936975,10487.2720197556,8590.74404983953,11594.6152956073
"ENSMUSG00000019966.18",11574,9742,11826,9684,13411,7751,5288,8321
"ENSMUSG00000019969.14",1589,1353,1667,1339,2396,1459,1014,1430
"ENSMUSG00000019970.15",13783,11975.9387143654,15164,11881,9020,5134.01286590071,3679,5405
"ENSMUSG00000019971.10",1303.99561991423,1077.36911628918,1233.6710619299,1068.86954212272,2051.68286697871,1192.80883422462,973.669165458032,1223.94282985303
"ENSMUSG00000019975.12",1842.19214049623,1564.65872258228,1888.81166807095,1612.3816497059,2737.82383341856,1587.68318441086,1218.03967629627,1688.4324211003
"ENSMUSG00000019977.16",3282.06423843829,2738.15443336475,3409.79274216272,2876.51370065059,4651.50928023366,2639.97393853466,1958.01540418355,2974.40765806808
"ENSMUSG00000019978.16",6558.34484471436,5623.72084849099,6980.29462975428,5731.18862098789,10318.6483631074,6083.40126094844,4418.01888768294,6435.61421118221
"ENSMUSG00000019979.12",2884.66864178295,2463.95190024589,2964.42396643962,2583.88071576175,4618.95917806695,2637.60841509404,1980.48151723675,2760.64239239201
"ENSMUSG00000019982.15",1.43638051233486,1.00024519394375,1,4.06445475746741,3.13830969603718,2.01209945235435,1.00725706344804,1.00095801176079
"ENSMUSG00000019984.16",1488.71890063249,1342.87809612133,1631.6863973303,1286.60527909853,2635.59631465339,1400.15084916368,1029.34119146129,1568.90264168372
"ENSMUSG00000019986.17",545,474,575,464,736,421,321,429
"ENSMUSG00000019987.9",3,2,0,3,2,1,2,3
"ENSMUSG00000019988.7",1531.53586294126,1275.67975017314,1659.85938399317,1318.95185418038,2442.68271510958,1467.73046050774,1059.85589751578,1556.76895591472
"ENSMUSG00000019989.8",1.5090535533262,4.09548850483132,4.23973169424529,2.24690452816879,2.31555439780679,1.00651623934111,0,1.12092135563256
"ENSMUSG00000019990.15",51,35,38.0767156646495,31.5936555374557,30.1500796401399,15.4520760509475,13,15
